10/8400 (epoch 0.060), train_loss = 3.05111740, grad/param norm = 4.0495e-01, time/batch = 0.0894s	
7490/8400 (epoch 44.583), train_loss = 1.56251018, grad/param norm = 1.9360e-02, time/batch = 0.0906s	
7500/8400 (epoch 44.643), train_loss = 1.54920032, grad/param norm = 1.9130e-02, time/batch = 0.0915s	
7510/8400 (epoch 44.702), train_loss = 1.58582681, grad/param norm = 1.9909e-02, time/batch = 0.0912s	
7520/8400 (epoch 44.762), train_loss = 1.54025639, grad/param norm = 1.8467e-02, time/batch = 0.0909s	
7530/8400 (epoch 44.821), train_loss = 1.57530932, grad/param norm = 2.2346e-02, time/batch = 0.0920s	
7540/8400 (epoch 44.881), train_loss = 1.60454388, grad/param norm = 1.9435e-02, time/batch = 0.0947s	
7550/8400 (epoch 44.940), train_loss = 1.59658921, grad/param norm = 1.9515e-02, time/batch = 0.1528s	
7560/8400 (epoch 45.000), train_loss = 1.53864209, grad/param norm = 1.9730e-02, time/batch = 0.0975s	
7570/8400 (epoch 45.060), train_loss = 1.47232876, grad/param norm = 1.8242e-02, time/batch = 0.0924s	
7580/8400 (epoch 45.119), train_loss = 1.57973898, grad/param norm = 1.9008e-02, time/batch = 0.0920s	
7590/8400 (epoch 45.179), train_loss = 1.49269294, grad/param norm = 1.6851e-02, time/batch = 0.0909s	
7600/8400 (epoch 45.238), train_loss = 1.51951376, grad/param norm = 2.3845e-02, time/batch = 0.0907s	
7610/8400 (epoch 45.298), train_loss = 1.56136651, grad/param norm = 2.0771e-02, time/batch = 0.0924s	
7620/8400 (epoch 45.357), train_loss = 1.51560403, grad/param norm = 1.8881e-02, time/batch = 0.0905s	
7630/8400 (epoch 45.417), train_loss = 1.55198006, grad/param norm = 2.0833e-02, time/batch = 0.0916s	
7640/8400 (epoch 45.476), train_loss = 1.51422325, grad/param norm = 1.7407e-02, time/batch = 0.0922s	
7650/8400 (epoch 45.536), train_loss = 1.51033687, grad/param norm = 1.8229e-02, time/batch = 0.0914s	
7660/8400 (epoch 45.595), train_loss = 1.52453005, grad/param norm = 1.8278e-02, time/batch = 0.0913s	
7670/8400 (epoch 45.655), train_loss = 1.58648237, grad/param norm = 1.9512e-02, time/batch = 0.0902s	
7680/8400 (epoch 45.714), train_loss = 1.61089540, grad/param norm = 1.7972e-02, time/batch = 0.0907s	
7690/8400 (epoch 45.774), train_loss = 1.50622199, grad/param norm = 1.7736e-02, time/batch = 0.0922s	
7700/8400 (epoch 45.833), train_loss = 1.58646500, grad/param norm = 2.0704e-02, time/batch = 0.0925s	
7710/8400 (epoch 45.893), train_loss = 1.57634756, grad/param norm = 1.7272e-02, time/batch = 0.0904s	
7720/8400 (epoch 45.952), train_loss = 1.55437545, grad/param norm = 1.7837e-02, time/batch = 0.0916s	
7730/8400 (epoch 46.012), train_loss = 1.57408311, grad/param norm = 1.8759e-02, time/batch = 0.0939s	
7740/8400 (epoch 46.071), train_loss = 1.53702234, grad/param norm = 1.9500e-02, time/batch = 0.0937s	
7750/8400 (epoch 46.131), train_loss = 1.55245992, grad/param norm = 1.9419e-02, time/batch = 0.0923s	
7760/8400 (epoch 46.190), train_loss = 1.55739637, grad/param norm = 2.0788e-02, time/batch = 0.0921s	
7770/8400 (epoch 46.250), train_loss = 1.52072430, grad/param norm = 1.9595e-02, time/batch = 0.0914s	
7780/8400 (epoch 46.310), train_loss = 1.52382640, grad/param norm = 1.8068e-02, time/batch = 0.0902s	
7790/8400 (epoch 46.369), train_loss = 1.53499866, grad/param norm = 1.7409e-02, time/batch = 0.0913s	
7800/8400 (epoch 46.429), train_loss = 1.59560969, grad/param norm = 1.9915e-02, time/batch = 0.0929s	
7810/8400 (epoch 46.488), train_loss = 1.58236676, grad/param norm = 1.8373e-02, time/batch = 0.0912s	
7820/8400 (epoch 46.548), train_loss = 1.49914012, grad/param norm = 1.8502e-02, time/batch = 0.0907s	
7830/8400 (epoch 46.607), train_loss = 1.47113492, grad/param norm = 1.9560e-02, time/batch = 0.0909s	
7840/8400 (epoch 46.667), train_loss = 1.56093088, grad/param norm = 2.1713e-02, time/batch = 0.0909s	
7850/8400 (epoch 46.726), train_loss = 1.56302390, grad/param norm = 1.9838e-02, time/batch = 0.0898s	
7860/8400 (epoch 46.786), train_loss = 1.59131755, grad/param norm = 2.1757e-02, time/batch = 0.0910s	
7870/8400 (epoch 46.845), train_loss = 1.51131084, grad/param norm = 1.9861e-02, time/batch = 0.0946s	
7880/8400 (epoch 46.905), train_loss = 1.59870308, grad/param norm = 2.1062e-02, time/batch = 0.0918s	
7890/8400 (epoch 46.964), train_loss = 1.51491619, grad/param norm = 1.9213e-02, time/batch = 0.0920s	
7900/8400 (epoch 47.024), train_loss = 1.59636902, grad/param norm = 2.1992e-02, time/batch = 0.0909s	
7910/8400 (epoch 47.083), train_loss = 1.49684948, grad/param norm = 1.8128e-02, time/batch = 0.0912s	
7920/8400 (epoch 47.143), train_loss = 1.56504896, grad/param norm = 1.9945e-02, time/batch = 0.0907s	
7930/8400 (epoch 47.202), train_loss = 1.51597588, grad/param norm = 1.8097e-02, time/batch = 0.0928s	
7940/8400 (epoch 47.262), train_loss = 1.53080212, grad/param norm = 1.9047e-02, time/batch = 0.0925s	
7950/8400 (epoch 47.321), train_loss = 1.46145393, grad/param norm = 1.9249e-02, time/batch = 0.0932s	
7960/8400 (epoch 47.381), train_loss = 1.56915420, grad/param norm = 1.8887e-02, time/batch = 0.0910s	
7970/8400 (epoch 47.440), train_loss = 1.57650292, grad/param norm = 1.8796e-02, time/batch = 0.0913s	
7980/8400 (epoch 47.500), train_loss = 1.53068972, grad/param norm = 1.7870e-02, time/batch = 0.0923s	
7990/8400 (epoch 47.560), train_loss = 1.51409563, grad/param norm = 2.0814e-02, time/batch = 0.0926s	
8000/8400 (epoch 47.619), train_loss = 1.56617738, grad/param norm = 1.8427e-02, time/batch = 0.0920s	
8010/8400 (epoch 47.679), train_loss = 1.53561900, grad/param norm = 1.8759e-02, time/batch = 0.0918s	
8020/8400 (epoch 47.738), train_loss = 1.55353500, grad/param norm = 2.0066e-02, time/batch = 0.0919s	
8030/8400 (epoch 47.798), train_loss = 1.60462342, grad/param norm = 1.9032e-02, time/batch = 0.0919s	
8040/8400 (epoch 47.857), train_loss = 1.52024922, grad/param norm = 2.0283e-02, time/batch = 0.0919s	
8050/8400 (epoch 47.917), train_loss = 1.55861585, grad/param norm = 2.0693e-02, time/batch = 0.0949s	
8060/8400 (epoch 47.976), train_loss = 1.54697634, grad/param norm = 1.6932e-02, time/batch = 0.0921s	
8070/8400 (epoch 48.036), train_loss = 1.58150442, grad/param norm = 1.9565e-02, time/batch = 0.0910s	
8080/8400 (epoch 48.095), train_loss = 1.59241246, grad/param norm = 1.7472e-02, time/batch = 0.0910s	
8090/8400 (epoch 48.155), train_loss = 1.52963858, grad/param norm = 1.9690e-02, time/batch = 0.0922s	
8100/8400 (epoch 48.214), train_loss = 1.53846275, grad/param norm = 1.8126e-02, time/batch = 0.0904s	
8110/8400 (epoch 48.274), train_loss = 1.51199361, grad/param norm = 2.2523e-02, time/batch = 0.0910s	
8120/8400 (epoch 48.333), train_loss = 1.47290431, grad/param norm = 1.7554e-02, time/batch = 0.0915s	
8130/8400 (epoch 48.393), train_loss = 1.61039765, grad/param norm = 2.2795e-02, time/batch = 0.0918s	
8140/8400 (epoch 48.452), train_loss = 1.54532556, grad/param norm = 1.8331e-02, time/batch = 0.0920s	
8150/8400 (epoch 48.512), train_loss = 1.58905741, grad/param norm = 2.0276e-02, time/batch = 0.0898s	
8160/8400 (epoch 48.571), train_loss = 1.52428845, grad/param norm = 1.9220e-02, time/batch = 0.0912s	
8170/8400 (epoch 48.631), train_loss = 1.53960046, grad/param norm = 1.9578e-02, time/batch = 0.0910s	
8180/8400 (epoch 48.690), train_loss = 1.51033357, grad/param norm = 1.7508e-02, time/batch = 0.0913s	
8190/8400 (epoch 48.750), train_loss = 1.57120620, grad/param norm = 1.9392e-02, time/batch = 0.0906s	
8200/8400 (epoch 48.810), train_loss = 1.57292988, grad/param norm = 1.7054e-02, time/batch = 0.0924s	
8210/8400 (epoch 48.869), train_loss = 1.51082306, grad/param norm = 1.6597e-02, time/batch = 0.0910s	
8220/8400 (epoch 48.929), train_loss = 1.53876584, grad/param norm = 1.9843e-02, time/batch = 0.0921s	
8230/8400 (epoch 48.988), train_loss = 1.54029148, grad/param norm = 1.8659e-02, time/batch = 0.0911s	
8240/8400 (epoch 49.048), train_loss = 1.50738731, grad/param norm = 1.7557e-02, time/batch = 0.0908s	
8250/8400 (epoch 49.107), train_loss = 1.54387316, grad/param norm = 1.8722e-02, time/batch = 0.0908s	
8260/8400 (epoch 49.167), train_loss = 1.47845434, grad/param norm = 1.9681e-02, time/batch = 0.0914s	
8270/8400 (epoch 49.226), train_loss = 1.53053631, grad/param norm = 1.9264e-02, time/batch = 0.0917s	
8280/8400 (epoch 49.286), train_loss = 1.55411157, grad/param norm = 2.0222e-02, time/batch = 0.0919s	
8290/8400 (epoch 49.345), train_loss = 1.54415573, grad/param norm = 2.0227e-02, time/batch = 0.0910s	
8300/8400 (epoch 49.405), train_loss = 1.54562070, grad/param norm = 2.2064e-02, time/batch = 0.0919s	
8310/8400 (epoch 49.464), train_loss = 1.53200924, grad/param norm = 2.0993e-02, time/batch = 0.3436s	
8320/8400 (epoch 49.524), train_loss = 1.57535214, grad/param norm = 2.4394e-02, time/batch = 0.0919s	
8330/8400 (epoch 49.583), train_loss = 1.54494241, grad/param norm = 2.0915e-02, time/batch = 0.0916s	
8340/8400 (epoch 49.643), train_loss = 1.53875917, grad/param norm = 2.1098e-02, time/batch = 0.0917s	
8350/8400 (epoch 49.702), train_loss = 1.55314376, grad/param norm = 2.0297e-02, time/batch = 0.0899s	
8360/8400 (epoch 49.762), train_loss = 1.54203551, grad/param norm = 1.8198e-02, time/batch = 0.0917s	
8370/8400 (epoch 49.821), train_loss = 1.57810503, grad/param norm = 1.9411e-02, time/batch = 0.0906s	
8380/8400 (epoch 49.881), train_loss = 1.60913968, grad/param norm = 1.8089e-02, time/batch = 0.0913s	
8390/8400 (epoch 49.940), train_loss = 1.58409327, grad/param norm = 1.9794e-02, time/batch = 0.0908s	
8400/8400 (epoch 50.000), train_loss = 1.51955395, grad/param norm = 1.9156e-02, time/batch = 0.0905s	
